B1,B2,B3,B4,B5,B6,B7,Clase,Año,Longitude,Latitude,NDVI,NDBI,NDWI
0.0531375,0.06893625,0.109705,0.11898625,0.144355,0.167125,0.156455,1,2014,-74.11141518173838,4.517402985016044,0.09633413,0.073102616,-0.1363851
0.0594625,0.06851,0.097,0.1188075,0.152385,0.20799,0.195615,1,2014,-74.06155868346976,4.6370585808607645,0.12381425,0.15429763,-0.22208631
0.0720575,0.0887225,0.1333275,0.141935,0.291425,0.2719825,0.20855375,1,2014,-74.0987489362323,4.786089086496194,0.34495568,-0.03450877,-0.3722109
0.0912525,0.1129775,0.1545575,0.16752376,0.262495,0.2640075,0.22466876,1,2014,-74.05482131883886,4.678830241572323,0.22085373,0.0028727264,-0.25881037
0.06343625,0.07867125,0.099915,0.11612625,0.15151875,0.18126,0.1903075,1,2014,-74.10872023588603,4.630321216229868,0.13223673,0.08937246,-0.20523797
0.064385,0.0750275,0.099365,0.11317,0.1472425,0.1799125,0.1807375,1,2014,-74.1092592250565,4.60418024146199,0.1308405,0.0998609,-0.19414452
0.07577,0.094745,0.1288175,0.1529625,0.1815075,0.2098325,0.1953125,1,2014,-74.18822113853061,4.602024284780104,0.08534395,0.07237953,-0.16978973
0.0787125,0.1062675,0.15431,0.1679775,0.204745,0.24539,0.217835,1,2014,-74.1243509218297,4.743508942028928,0.09864577,0.09029514,-0.14046593
0.074945,0.0870725,0.1091,0.1200725,0.1366,0.1795825,0.18126,1,2014,-74.09012510950475,4.617924465309019,0.064391404,0.13594207,-0.111925125
0.059985,0.07896,0.1031325,0.1155075,0.14208625,0.171855,0.1624775,1,2014,-74.09982691457324,4.5931309634673205,0.1031809,0.09482268,-0.15885307
0.0281125,0.034355,0.04635875,0.05025,0.0735975,0.08793875,0.08961625,1,2014,-74.04350254625895,4.669128436503832,0.1885181,0.08878038,-0.22707237
0.0855325,0.10239,0.13600875,0.15167,0.19274125,0.22505376,0.21833,1,2014,-74.05994171595833,4.7515937795860035,0.11925061,0.07734059,-0.1725703
0.0479125,0.05535125,0.07944125,0.08947875,0.17272125,0.17709374,0.15943874,1,2014,-74.10117438749943,4.6219668840875565,0.3174771,0.012499442,-0.36992016
0.08037625,0.0967525,0.1317875,0.14808124,0.19557375,0.2212175,0.21701,1,2014,-74.12327294348876,4.644873923832605,0.13819821,0.061526604,-0.19484974
0.03973125,0.06302375,0.0903175,0.10734,0.1243075,0.15787125,0.1428975,1,2014,-74.04673648128178,4.680716703668973,0.07324706,0.11894498,-0.15836923
0.0675475,0.07773625,0.10386125,0.11125875,0.16993,0.17445375,0.15140875,1,2014,-74.08662167989668,4.6737098444528415,0.2086543,0.013135795,-0.24131066
0.0627075,0.07795625,0.1054975,0.1097325,0.20970875,0.20360374,0.165805,1,2014,-74.17178196883121,4.6068751873143485,0.31297225,-0.014770919,-0.33061287
0.06324375,0.07649875,0.09907625,0.11692375,0.16509,0.17742375,0.15985125,1,2014,-74.09659297955041,4.631399194570812,0.17079397,0.036009505,-0.24989471
0.05664375,0.07196125,0.10897625,0.129725,0.19133875,0.2008675,0.17459124,1,2014,-74.07072149936778,4.697155873368361,0.19190504,0.024295269,-0.2742537
0.06048,0.074945,0.1081375,0.120375,0.16839,0.21855,0.21023124,1,2014,-74.04646698669654,4.7303037073523715,0.1662771,0.12963247,-0.21788971
0.0507725,0.0651275,0.10415,0.1063775,0.303305,0.19897,0.126645,1,2014,-74.09632348496518,4.781238183961948,0.4806832,-0.20772484,-0.4887779
0.076705,0.1020875,0.163,0.195725,0.2664825,0.3124625,0.26464,1,2014,-74.17986680638829,4.581003707131707,0.15308602,0.07942033,-0.24094695
0.061965,0.07423,0.11724,0.124555,0.26893,0.23945,0.1926175,1,2014,-74.11545760051692,4.739197028665155,0.36691362,-0.05798811,-0.3928063
0.09209125,0.11032375,0.13933624,0.156895,0.18423,0.17448124,0.14483625,1,2014,-74.10440832252226,4.649994320952086,0.080131926,-0.027177172,-0.13874672
0.0814075,0.09568,0.1217225,0.13627,0.1537875,0.184175,0.1796375,1,2014,-74.1159965896874,4.573996847915574,0.060393173,0.08991384,-0.116384156
0.1097325,0.12921625,0.16411375,0.17158,0.19136626,0.2676925,0.29077876,1,2014,-74.09928792540278,4.5691459453813295,0.054515656,0.16626684,-0.07666397
0.073185,0.0927375,0.1317875,0.14882375,0.21756,0.23844625,0.2177525,1,2014,-74.14671897240429,4.553245764852414,0.18760724,0.04580257,-0.24552202
0.07423,0.095845,0.13534875,0.158655,0.2079625,0.21460375,0.1953675,1,2014,-74.14887492908618,4.593669952637792,0.13449302,0.01571648,-0.21150996
0.0559425,0.0647975,0.0925725,0.09854,0.1337125,0.159535,0.14892,1,2014,-74.11437962217597,4.5855851150807165,0.15144077,0.088057026,-0.18180612
0.0821775,0.096505,0.10943,0.12747,0.15365,0.1713325,0.15376,1,2014,-74.09632348496518,4.674248833623313,0.09312749,0.0544106,-0.16808575
0.0541275,0.06796,0.1054975,0.11535625,0.26410374,0.2078525,0.15404876,1,2014,-74.15722926122848,4.597442876831094,0.39199784,-0.11918741,-0.42912796
0.0918575,0.10382,0.13132,0.14656875,0.16548875,0.22163,0.2087325,1,2014,-74.07341644522013,4.662121577287699,0.060629867,0.14502335,-0.115120426
0.0711775,0.09128,0.12252,0.131265,0.1478475,0.1636875,0.1614325,1,2014,-74.12569839475589,4.572918869574631,0.059411537,0.05084499,-0.093678065
0.0501675,0.0556675,0.0779425,0.084515,0.1949275,0.152825,0.1202375,1,2014,-74.10737276295986,4.5742663425008105,0.39511707,-0.1210703,-0.42872062
0.05861,0.069885,0.09777,0.1106125,0.1487825,0.1903075,0.179115,1,2014,-74.08042330443627,4.5691459453813295,0.14715013,0.12246009,-0.20690323
0.04486,0.053055,0.0776125,0.0805825,0.2202825,0.1607725,0.1223825,1,2014,-74.13001030811967,4.645682407588312,0.46432784,-0.15617166,-0.4789272
0.0526425,0.06527875,0.0921325,0.1122075,0.19224624,0.18192,0.14711875,1,2014,-74.11761355719881,4.723566342721475,0.26289296,-0.02759799,-0.3520437
0.06466,0.07834125,0.095845,0.1163325,0.1679225,0.1888775,0.1804625,1,2014,-74.05697727552074,4.682064176595153,0.18149196,0.05873037,-0.2732615
0.0850375,0.0975225,0.1395975,0.1585725,0.19556,0.2194025,0.209805,1,2014,-74.08230976653292,4.749976812074589,0.104445376,0.057457034,-0.1669737
0.073075,0.0811875,0.11207,0.13209,0.193195,0.205075,0.1808475,1,2014,-74.1378256510915,4.7100916134596815,0.18785064,0.029829,-0.2657527
0.0629825,0.077035,0.1198525,0.1269475,0.1908025,0.212445,0.18555,1,2014,-74.0882386474081,4.720332407698645,0.20095985,0.053670526,-0.22838841
0.04343,0.0603975,0.095515,0.09876,0.1639075,0.155135,0.1389375,1,2014,-74.07880633692484,4.566181504943734,0.24802268,-0.027496312,-0.26363367
0.06038375,0.07148,0.10111125,0.11579625,0.21727125,0.21573125,0.177245,1,2014,-74.14267655362575,4.568067967040386,0.30466798,-0.0035565735,-0.3648442
0.0596,0.076265,0.1073125,0.13517,0.21206,0.1888775,0.1798575,1,2014,-74.05697727552074,4.737041071983268,0.22143824,-0.05782076,-0.3279791
0.06103,0.0735425,0.107065,0.1207325,0.1493875,0.14727,0.13506,1,2014,-74.11330164383504,4.651880783048737,0.106082454,-0.00713786,-0.16503054
0.06131875,0.0748075,0.0962575,0.10625375,0.1277175,0.15189,0.14249875,1,2014,-74.08985561491951,4.545430421880574,0.09173668,0.08645155,-0.14046209
0.0671625,0.0766225,0.10074,0.11812,0.1858525,0.21074,0.19369,1,2014,-74.10117438749943,4.630321216229868,0.22282444,0.062753335,-0.29698092
0.0562175,0.0662275,0.08589,0.0965325,0.1569225,0.16773,0.1456475,1,2014,-74.07503341273154,4.649994320952086,0.23826715,0.03328944,-0.29254052
0.06230875,0.072745,0.10449375,0.1140775,0.223005,0.19028,0.15074874,1,2014,-74.12974081353443,4.599059844342509,0.32314786,-0.079182625,-0.3618678
0.043705,0.04849,0.0811875,0.08369,0.1532375,0.148425,0.118285,1,2014,-74.0596722213731,4.645412913003076,0.29353917,-0.015953287,-0.30734777
0.0442825,0.05821125,0.09819625,0.1090175,0.18242875,0.17478375,0.156565,1,2014,-74.10036590374372,4.7303037073523715,0.25188607,-0.021401817,-0.30016035
0.05581875,0.06698375,0.10122125,0.13823625,0.18234625,0.2277625,0.194075,1,2014,-74.09794045247659,4.741352985347041,0.13759328,0.11074197,-0.28608713
0.0476925,0.0625975,0.08545,0.10767,0.152605,0.1764475,0.1452075,1,2014,-74.06021121054357,4.645143418417841,0.1726443,0.072458036,-0.28209868
0.06481125,0.0764025,0.10988375,0.14722875,0.1928375,0.23795125,0.21129,1,2014,-74.0920115716014,4.701198292146898,0.13411728,0.10472358,-0.27402687
0.06928,0.07665,0.1015925,0.1078075,0.1283225,0.1600025,0.15629,1,2014,-74.12839334060824,4.603910746876754,0.08688009,0.109876014,-0.116260335
0.0522025,0.06334,0.0959825,0.10118,0.1831025,0.19798,0.1777125,1,2014,-74.03838214913947,4.760756595484023,0.28817284,0.039040096,-0.31216297
0.05971,0.073955,0.09634,0.11439375,0.1548875,0.1778225,0.1597275,1,2014,-74.1378256510915,4.640562010468831,0.15037717,0.06893392,-0.23304573
0.068785,0.0781075,0.102005,0.11196,0.15827,0.1892625,0.17554,1,2014,-74.15830723956942,4.624392335354679,0.17137253,0.08917869,-0.21617521
0.0607,0.07698,0.102225,0.118395,0.14739375,0.18927625,0.17643376,1,2014,-74.14617998323381,4.676943779475671,0.1091045,0.12440224,-0.18095095
0.0753575,0.0929025,0.1145175,0.1243625,0.161515,0.1716075,0.1633025,1,2014,-74.1739379255131,4.613612551945245,0.12995951,0.030296654,-0.17026073
0.0570975,0.082095,0.1330525,0.1487,0.1957525,0.2251225,0.1910225,1,2014,-74.03029731158239,4.735154609886616,0.13660085,0.06978317,-0.19069055
0.0555575,0.069445,0.107395,0.10914125,0.2760525,0.2434925,0.17453624,1,2014,-74.02517691446292,4.67182338235619,0.43331763,-0.06267023,-0.43984511
0.0647975,0.071425,0.09788,0.1136375,0.175375,0.1689125,0.1465275,1,2014,-74.15103088576805,4.649455331781614,0.21361533,-0.018770648,-0.2835996
0.0815175,0.10534625,0.1534025,0.17816626,0.21877,0.264365,0.24686125,1,2014,-74.12138648139211,4.744586920369872,0.10229286,0.09437319,-0.17563762
0.04101,0.064935,0.111245,0.123015,0.206395,0.234885,0.201665,1,2014,-74.0844657232148,4.500963815316657,0.2531192,0.064562194,-0.29955295
0.08446,0.1006025,0.13759,0.1564,0.207385,0.26552,0.26475,1,2014,-74.14644947781905,4.5527067756819415,0.14015149,0.122931674,-0.20231901
0.077915,0.097,0.137425,0.1468575,0.191215,0.2253425,0.2150575,1,2014,-74.10144388208467,4.628165259547981,0.13120705,0.08192748,-0.1636745
0.0688125,0.08138,0.1195225,0.137865,0.1677575,0.2130775,0.19875,1,2014,-74.04862294337843,4.749976812074589,0.09780853,0.11900168,-0.1679024
0.04968625,0.05524125,0.07215375,0.0850375,0.099915,0.12693375,0.11400875,1,2014,-74.07045200478254,4.631668689156047,0.08043956,0.11910471,-0.16133814
0.06158,0.0739825,0.0939475,0.1079725,0.153705,0.15607,0.139955,1,2014,-74.13917312401767,4.619271938235198,0.17476664,0.0076345513,-0.24129577
0.060865,0.0728,0.1042325,0.115645,0.14001,0.183405,0.1843125,1,2014,-74.10144388208467,4.5866630934216595,0.09530422,0.13417745,-0.14648353
0.06695625,0.075715,0.10547,0.12118625,0.27590126,0.20689,0.15594625,1,2014,-74.14617998323381,4.629782227059397,0.38962445,-0.14294223,-0.44689065
0.05708375,0.07566,0.10925125,0.115095,0.1778775,0.161625,0.12935375,1,2014,-74.0701825101973,4.696886378783125,0.21429487,-0.047871523,-0.23900862
0.06676375,0.08925875,0.12412875,0.1429525,0.1787575,0.21969125,0.19483125,1,2014,-74.10117438749943,4.744856414955107,0.111295894,0.10273276,-0.18036062
0.0446125,0.0547875,0.0801425,0.08182,0.2211075,0.16817,0.1333275,1,2014,-74.09767095789135,4.6812556928394455,0.45980474,-0.13598908,-0.46793362
0.08171,0.10921,0.14067,0.142925,0.15596,0.16201,0.1507625,1,2014,-74.04188557874754,4.702006775902606,0.043612093,0.01902697,-0.051545672
0.09052375,0.10514,0.1401475,0.1621475,0.1840375,0.2304575,0.2198425,1,2014,-74.16315814210367,4.6257398082808585,0.06323208,0.11199169,-0.13538565
0.0492875,0.064275,0.09073,0.08666,0.2510825,0.1894825,0.1499925,1,2014,-74.16046319625131,4.694460927516002,0.486828,-0.1398205,-0.4691242
0.04354,0.0474175,0.0728825,0.1036,0.1695725,0.2172575,0.1840925,1,2014,-74.14617998323381,4.688262552055577,0.24150491,0.1232712,-0.39879563
0.05917375,0.07597625,0.11640125,0.12478875,0.174165,0.21875624,0.222675,1,2014,-74.11411012759075,4.73946652325039,0.16516349,0.113486476,-0.19879718
0.0674925,0.08435,0.117075,0.132475,0.1595075,0.19501,0.187585,1,2014,-74.05778575927646,4.657809663923926,0.09258258,0.10014317,-0.15341713
0.0617175,0.07192,0.09931,0.11812,0.23054,0.225095,0.17433,1,2014,-74.13863413484721,4.569954429137036,0.32243448,-0.0119503625,-0.39784747
0.079785,0.09929625,0.137755,0.15618,0.18324,0.2051575,0.19304375,1,2014,-74.17744135512118,4.61981092740567,0.079724245,0.056430604,-0.1417
0.04761,0.07247,0.10998,0.12087,0.17763,0.196825,0.1740825,1,2014,-74.02167348485484,4.742969952858457,0.19015077,0.05126114,-0.23521438
0.0773375,0.0986225,0.1364625,0.1481225,0.17895,0.2097225,0.1981725,1,2014,-74.06075019971405,4.680986198254209,0.09425278,0.07917336,-0.13470456
0.0685925,0.079015,0.1021425,0.1129775,0.1408075,0.182525,0.178785,1,2014,-74.07126048853824,4.637867064616472,0.10965975,0.12902354,-0.15914796
0.0668875,0.07432625,0.10487875,0.11411875,0.24726,0.21377875,0.17041124,1,2014,-74.11626608427264,4.7152120105791635,0.3684258,-0.072621346,-0.40433282
0.054045,0.0692525,0.102885,0.107175,0.256775,0.230815,0.1726525,1,2014,-74.02517691446292,4.6710148986004825,0.4110455,-0.05324145,-0.4278763
0.048545,0.06571875,0.10168875,0.1091275,0.228725,0.18636125,0.141495,1,2014,-74.0588637376174,4.688532046640813,0.35399324,-0.1020601,-0.38447624
0.07907,0.1019225,0.1239775,0.1519725,0.2365075,0.2389825,0.2041675,1,2014,-74.09686247413565,4.573996847915574,0.21760452,0.005205143,-0.3121628
0.059545,0.07236,0.0975775,0.1051675,0.1834875,0.1682525,0.14023,1,2014,-74.10952871964173,4.646221396758784,0.27132738,-0.04331326,-0.30565888
0.0616075,0.07113625,0.10723,0.11274375,0.18718626,0.1923975,0.1696275,1,2014,-74.15480380996136,4.688262552055577,0.2481996,0.0137288505,-0.27157554
0.1225475,0.15732124,0.2302925,0.257545,0.30131125,0.3458475,0.31998375,1,2014,-74.03029731158239,4.7718058734786934,0.078313984,0.0688181,-0.13359341
0.05542,0.066475,0.0912525,0.1042875,0.1425675,0.16086875,0.1489475,1,2014,-74.14186806987004,4.635172118764114,0.15507081,0.06031332,-0.2194637
0.0018775,0.02484,0.07346,0.0775025,0.2235825,0.19292,0.1510375,1,2014,-74.03056680616763,4.685567606203219,0.48517868,-0.07361902,-0.5053907
0.0713975,0.084405,0.11549375,0.1196875,0.163165,0.19315375,0.1942675,1,2014,-74.12003900846594,4.6181939598942545,0.15371087,0.084162705,-0.17107394
0.038425,0.0561075,0.0683725,0.0816825,0.1249125,0.11845,0.112015,1,2014,-74.05697727552074,4.650802804707793,0.20924996,-0.026555033,-0.2925214
0.076815,0.0898775,0.1305225,0.1369025,0.205955,0.2102175,0.19248,1,2014,-74.09551500120948,4.712247570141569,0.20140293,0.010242164,-0.22418286
0.0742025,0.09319125,0.11615375,0.13506,0.15690875,0.23261625,0.24231,1,2014,-74.11114568715315,4.555940710704772,0.0748325,0.1943585,-0.14925157
0.02518375,0.04277,0.05108875,0.06808375,0.1399,0.1217775,0.11207,1,2014,-74.04943142713414,4.653767245145388,0.34529743,-0.0692551,-0.46500775
0.066145,0.0820125,0.109045,0.12305625,0.15277,0.19595875,0.18984,1,2014,-74.11276265466456,4.693921938345531,0.107726336,0.12384626,-0.16700722
0.06785,0.0796475,0.1002175,0.10811,0.2313375,0.18555,0.1519175,1,2014,-74.12704586768207,4.598520855172037,0.36302373,-0.10983178,-0.3954698
0.069665,0.08633,0.1068725,0.1187525,0.137315,0.161295,0.1631925,1,2014,-74.1025218604256,4.620888905746614,0.07249066,0.08030539,-0.12466857
0.10234875,0.12043,0.16433375,0.18883625,0.2120875,0.2719275,0.25881,1,2014,-74.18148377389971,4.620619411161377,0.057994198,0.12363255,-0.12686253
0.0602325,0.0745875,0.09337,0.1069825,0.1302475,0.1477375,0.1361875,1,2014,-74.10521680627797,4.580195223375999,0.0980694,0.06291706,-0.16491333
0.0880625,0.108275,0.13099,0.1476825,0.174,0.20216,0.1936075,1,2014,-74.0941675282833,4.678830241572323,0.08181201,0.07486178,-0.14102101
0.051075,0.08065125,0.12742876,0.143475,0.2057075,0.23703,0.21283,1,2014,-74.03838214913947,4.762373562995438,0.17822346,0.07074732,-0.23497517
0.09753625,0.1106125,0.1507075,0.1662725,0.18526125,0.21617125,0.19260375,1,2014,-74.1168050734431,4.569954429137036,0.05401684,0.07699925,-0.10284812
0.07214,0.088475,0.1054425,0.1197425,0.171305,0.2140675,0.2211075,1,2014,-74.06128918888452,4.64649089134402,0.17716181,0.11096407,-0.2379877
0.07834125,0.0995025,0.11746,0.12660375,0.24202125,0.2148925,0.1916,1,2014,-74.13593918899485,4.621427894917085,0.31310275,-0.059373874,-0.34650278
0.0544575,0.0671625,0.095295,0.098375,0.2752825,0.2339775,0.1782625,1,2014,-74.02409893612197,4.668050458162888,0.4734483,-0.08110789,-0.48569462
0.06467375,0.0824525,0.11321125,0.12968375,0.1737525,0.21041,0.1959175,1,2014,-74.10279135501084,4.745125909540343,0.14523233,0.09542186,-0.21097176
0.06895,0.09128,0.1303025,0.1498,0.1938,0.2172025,0.193305,1,2014,-74.18175326848494,4.5969038876606225,0.12805587,0.056940034,-0.19591793
0.09227,0.107285,0.1447125,0.17587,0.24495,0.2591125,0.237635,1,2014,-74.13486121065391,4.723027353551003,0.16415569,0.028096734,-0.25724185
0.0876775,0.10812375,0.1478475,0.16697375,0.1928925,0.22414625,0.2141775,1,2014,-74.19199406272391,4.634902624178878,0.07202329,0.07494205,-0.13219757
0.26079,0.28376624,0.34124124,0.35235125,0.3440325,0.3661975,0.32474124,1,2014,-74.12003900846594,4.6230448624285,-0.011945644,0.0312082,-0.004073198
0.06247375,0.07973,0.1129225,0.1189725,0.1939925,0.20478626,0.1762825,1,2014,-74.09820994706183,4.7114390863858615,0.23970729,0.027067041,-0.2641448
0.0726075,0.0847625,0.1036275,0.11559,0.133465,0.1666025,0.1637425,1,2014,-74.12650687851159,4.621158400331849,0.07177133,0.11043348,-0.12584752
0.07253875,0.08815875,0.107395,0.1121525,0.1769975,0.21185374,0.21116625,1,2014,-74.16154117459226,4.699311830050248,0.22426075,0.08963902,-0.24474096
0.08754,0.10122125,0.13699874,0.15443376,0.23734625,0.2422275,0.206395,1,2014,-74.18256175224066,4.625470313695623,0.21163021,0.010178305,-0.26806155
0.0764575,0.09062,0.11612625,0.13358875,0.1525775,0.17851,0.16276625,1,2014,-74.13054929729013,4.569415439966565,0.06635569,0.07832519,-0.13565592
0.07198875,0.08675625,0.13633876,0.15492874,0.23538,0.2436025,0.19686624,1,2014,-74.1168050734431,4.637597570031237,0.20612209,0.017166609,-0.26644132
0.0838275,0.09778375,0.12011375,0.1346475,0.1582975,0.20062,0.202325,1,2014,-74.11330164383504,4.6384060537869445,0.08073185,0.11791708,-0.13714871
0.047335,0.05938,0.0888325,0.0933425,0.2464625,0.203865,0.1529625,1,2014,-74.1558817883023,4.621697389502321,0.45061135,-0.094592236,-0.47012332
0.0546225,0.0740925,0.09436,0.1142975,0.1676475,0.185605,0.1569225,1,2014,-74.11788305178405,4.7214103860395875,0.1892213,0.050834768,-0.27971524
0.08435,0.11218,0.161845,0.1875575,0.2191,0.2582325,0.235215,1,2014,-74.19846193276956,4.599598833512981,0.07756526,0.08198165,-0.15029728
0.05763375,0.0692525,0.0924075,0.11142375,0.1363525,0.16623124,0.1578025,1,2014,-74.16046319625131,4.624931324525151,0.10060989,0.09874539,-0.19210085
0.0438975,0.0537975,0.08501,0.0936725,0.2138475,0.1879425,0.1496625,1,2014,-74.04377204084419,4.792556956541854,0.3907876,-0.06447397,-0.43110007
0.064605,0.073955,0.118065,0.1207325,0.2239125,0.215745,0.1821675,1,2014,-74.06155868346976,4.678021757816615,0.2993805,-0.018576972,-0.30951598
0.06907375,0.078795,0.09635375,0.11812,0.13996875,0.1879425,0.18644375,1,2014,-74.07341644522013,4.635172118764114,0.08465596,0.14630102,-0.18455715
0.0369125,0.04442,0.0645225,0.0996675,0.152055,0.2047725,0.19908,1,2014,-74.07260796146443,4.594747930978736,0.20811608,0.14773947,-0.40416247
0.06120875,0.08125625,0.1323375,0.13732874,0.16485626,0.17151125,0.15866876,1,2014,-74.13216626480154,4.694191432930767,0.091094896,0.019784886,-0.10941938
0.0355375,0.05436125,0.0839925,0.09440125,0.18396875,0.17662625,0.14920875,1,2014,-74.08419622862957,4.542465981442979,0.32175705,-0.020362187,-0.37309963
0.0775025,0.09656,0.139185,0.169105,0.21987,0.2494325,0.217505,1,2014,-74.1663920771265,4.603910746876754,0.13050969,0.062992424,-0.2247149
0.061965,0.075935,0.1019225,0.117295,0.1361325,0.1721025,0.1600575,1,2014,-74.10144388208467,4.605527714388169,0.07433091,0.116696686,-0.14370628
0.0244825,0.045685,0.070655,0.083085,0.1620925,0.1519175,0.12241,1,2014,-74.08338774487386,4.734885115301381,0.32224613,-0.03240344,-0.39286137
0.0483525,0.05601125,0.075165,0.0790975,0.17423375,0.14491875,0.11295,1,2014,-74.12542890017065,4.650533310122557,0.3755409,-0.09185262,-0.39723033
0.0789875,0.0974125,0.12943625,0.1496625,0.18042125,0.21793126,0.21023124,1,2014,-74.14806644533046,4.644334934662133,0.0931847,0.09416285,-0.16454336
0.0711775,0.0804175,0.117185,0.1249125,0.16553,0.196275,0.1713875,1,2014,-74.10575579544843,4.637867064616472,0.13984695,0.08497672,-0.1710026
0.06664,0.076925,0.09788,0.10525,0.1239225,0.1543925,0.1598925,1,2014,-74.07691987482819,4.6006768118539245,0.08147791,0.109480254,-0.11741301
0.047225,0.059985,0.09789375,0.09896625,0.20984624,0.16738625,0.1220525,1,2014,-74.09524550662424,4.6230448624285,0.3590528,-0.11255657,-0.3637892
0.0116675,0.0327325,0.082975,0.0884475,0.1751825,0.1670425,0.13792,1,2014,-74.04673648128178,4.7176374618462855,0.3290028,-0.023785558,-0.3571754
0.04156,0.07181,0.09447,0.1183125,0.1856875,0.231805,0.21305,1,2014,-74.05805525386168,4.73299865320473,0.2216283,0.11046306,-0.32559362
0.1119325,0.13055,0.1691325,0.18061376,0.22849125,0.271515,0.2652175,1,2014,-74.14321554279621,4.555671216119536,0.11702983,0.08604645,-0.1492837
0.03087625,0.04776125,0.0809125,0.08439125,0.1571425,0.1484525,0.135005,1,2014,-74.03299225743476,4.69850334629454,0.30120534,-0.028436327,-0.32022014
0.045135,0.06107125,0.084405,0.086825,0.13928124,0.1510375,0.1311,1,2014,-74.1122236654941,4.574535837086046,0.23199822,0.040494308,-0.24532686
0.0307525,0.0471975,0.0627075,0.07533,0.11834,0.1336025,0.12186,1,2014,-74.08904713116381,4.645143418417841,0.22207882,0.060579292,-0.30728126
0.069225,0.086495,0.1165525,0.1209525,0.248965,0.205295,0.1608,1,2014,-74.09308954994235,4.700659302976427,0.34605685,-0.09613437,-0.36226034
0.05762,0.07005,0.10080875,0.11904125,0.19083,0.20159625,0.1766675,1,2014,-74.05643828635027,4.746203887881287,0.23167285,0.02743506,-0.30867386
0.06901875,0.084185,0.116305,0.13735625,0.1922325,0.22356875,0.20552875,1,2014,-74.13917312401767,4.544621938124866,0.16649915,0.075363524,-0.2460884
0.06849625,0.08466625,0.1134725,0.12236875,0.15094125,0.18127374,0.17252874,1,2014,-74.08796915282286,4.587471577177367,0.10454246,0.091303796,-0.14170502
